link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/CNN/status/1823157307385008589#m,Elon Musk says a denial-of-service attack overwhelming X's servers has prevented his scheduled interview with Donald Trump from beginning as planned.  Follow live updates. https://cnn.it/3yN1Hex,"Aug 13, 2024 · 12:39 AM UTC",912,164
https://twitter.com/CNN/status/1823134109738127822#m,Israel's credit downgraded by Fitch Ratings after the agency cited concerns about the ongoing war with Hamas and geopolitical risks. https://cnn.it/3M4Fo7q,"Aug 12, 2024 · 11:06 PM UTC",232,68
https://twitter.com/CNN/status/1823128068132675739#m,"FBI and investigators believe hackers breached the personal email account of someone associated with the Trump campaign in June, sources say. https://cnn.it/3WZWoBR","Aug 12, 2024 · 10:42 PM UTC",368,89
https://twitter.com/CNN/status/1823118242371498199#m,USA Gymnastics' latest appeal for Jordan Chiles to keep her floor exercise bronze medal has been rejected for procedural reasons. https://cnn.it/3X288E6,"Aug 12, 2024 · 10:03 PM UTC",217,58
https://twitter.com/CNN/status/1823112351958044761#m,"Tropical Storm Ernesto has formed in the Atlantic and is racing toward the Caribbean and Puerto Rico with heavy rainfall, gusty winds and dangerous seas as a predicted hyperactive hurricane season ramps up. https://cnn.it/3M1G90L","Aug 12, 2024 · 9:40 PM UTC",192,54
https://twitter.com/CNN/status/1823086109414306183#m,"JUST IN: A magnitude 4.4 earthquake occurred in Los Angeles on Monday, according to the US Geological Survey. The shallow quake was only 7.5 miles deep and directly under the populated areas of Los Angeles. https://cnn.it/3YCR1tF","Aug 12, 2024 · 7:56 PM UTC",435,141
https://twitter.com/CNN/status/1822660247024009388#m,Team USA women's basketball squad holds off France for its eighth straight Olympic gold https://cnn.it/3SMtrXz,"Aug 11, 2024 · 3:44 PM UTC",669,109
https://twitter.com/CNN/status/1822650684212183333#m,US Olympic officials plan to appeal a court ruling that led to US gymnast Jordan Chiles being stripped of her bronze medal https://cnn.it/3Mml2qp,"Aug 11, 2024 · 3:06 PM UTC",661,111
https://twitter.com/CNN/status/1822563759551840324#m,US gymnast Jordan Chiles will be stripped of a bronze medal after the International Olympic Committee reallocated it to Romanian gymnast Ana Bărbosu https://cnn.it/46JGBue,"Aug 11, 2024 · 9:20 AM UTC",417,80
https://twitter.com/CNN/status/1822387422996382099#m,"US men's basketball defeats host nation France, taking gold for the fifth consecutive Olympic Games. https://cnn.it/3LXWVhv","Aug 10, 2024 · 9:39 PM UTC",1369,160
https://twitter.com/CNN/status/1822360237233336364#m,US men and women sweep both 4x400-meter relays to take home another two gold medals from the Paris Olympics. Follow live updates: https://cnn.it/4ckNXFQ,"Aug 10, 2024 · 7:51 PM UTC",616,94
https://twitter.com/CNN/status/1822348487964418309#m,"US appeal of Jordan Chiles' score in Monday's floor final was filed too late, Court of Arbitration for Sport says, leaving her bronze medal in doubt. https://cnn.it/46LFtGn","Aug 10, 2024 · 7:05 PM UTC",277,61
https://twitter.com/CNN/status/1822322711445520668#m,"US women's soccer team takes gold in Paris, winning 1-0 over Brazil in tense game that was Brazilian soccer legend Marta's last international game https://cnn.it/4dgzYlH","Aug 10, 2024 · 5:22 PM UTC",965,141
https://twitter.com/CNN/status/1822316443846713844#m,"Minnesota Gov. Tim Walz ""misspoke"" in 2018 video in which he said he handled assault weapons ""in war,"" Harris campaign tells CNN https://cnn.it/3At0jOB","Aug 10, 2024 · 4:57 PM UTC",980,236
https://twitter.com/CNN/status/1822034525393748324#m,"The FDA declines to approve novel MDMA therapy to treat PTSD, with request for more trial data. https://cnn.it/3WYs6zy","Aug 9, 2024 · 10:17 PM UTC",337,100
https://twitter.com/CNN/status/1822027301791437018#m,Imane Khelif becomes the first Algerian female boxer to win a medal by beating China's Yang Liu for the gold https://cnn.it/3WY85cg,"Aug 9, 2024 · 9:48 PM UTC",4063,361
https://twitter.com/CNN/status/1822019739968831562#m,"Voepass Linhas Aéreas, the airline whose plane crashed in Brazil, said in a new statement that 61 people have died. Follow live updates: https://cnn.it/3WWJeWf","Aug 9, 2024 · 9:18 PM UTC",106,33
https://twitter.com/CNN/status/1822017499820421290#m,"Sangamon County, Illinois Sheriff Jack Campbell says he's retiring in the wake of the fatal shooting of Sonya Massey https://cnn.it/3YzkvIR","Aug 9, 2024 · 9:09 PM UTC",369,130
https://twitter.com/CNN/status/1821986713436037242#m,"All 62 people aboard a passenger plane that crashed in Brazil appear to have died, President Lula da Silva says. The plane hit multiple houses as it crashed. Follow live updates. https://cnn.it/3WWJeWf","Aug 9, 2024 · 7:07 PM UTC",222,77
https://twitter.com/CNN/status/1821969602332573762#m,"A passenger plane carrying 62 people has crashed in a residential area outside of São Paulo, Brazil. https://cnn.it/3X0BnWH","Aug 9, 2024 · 5:59 PM UTC",503,180
https://twitter.com/CNN/status/1821967403837739037#m,Sha'Carri Richardson and Team USA catch Great Britain in the final moments of women's 4x100m relay to win Olympic gold. https://cnn.it/46GJEmU,"Aug 9, 2024 · 5:50 PM UTC",1234,144
https://twitter.com/CNN/status/1821835268304797794#m,"An 18-year-old Iraqi national was detained in Vienna over an alleged plot to attack a Taylor Swift concert in the Austrian capital, officials said https://cnn.it/4dEppsr","Aug 9, 2024 · 9:05 AM UTC",366,107
https://twitter.com/CNN/status/1821659751865848210#m,"Dramatic new bodycam video obtained by CNN shows, for the first time, the moment a police officer saw Trump shooter just before assassination attempt https://cnn.it/3WCEW4Y","Aug 8, 2024 · 9:28 PM UTC",339,99
https://twitter.com/CNN/status/1821651306550800833#m,Team USA battles its way back after trailing Serbia by 17 points to make men's basketball final against Olympic host France https://cnn.it/4d6ApyN,"Aug 8, 2024 · 8:54 PM UTC",409,96
https://twitter.com/CNN/status/1821643798146843090#m,Dow closes nearly 700 points higher after latest jobless data brings better news for America's labor market https://cnn.it/3Wy1cgm,"Aug 8, 2024 · 8:25 PM UTC",389,89
https://twitter.com/CNN/status/1821634036118286840#m,"After his stunning defeat in 200-meter race at the Olympics today, USA sprinter Noah Lyles confirms he tested positive for Covid-19 earlier this week https://cnn.it/3AhEQIw","Aug 8, 2024 · 7:46 PM UTC",367,101
https://twitter.com/CNN/status/1821631720690504084#m,Trump and Harris are set to debate on ABC on September 10. Other potential faceoffs are still up in the air. https://cnn.it/4dxpNc0,"Aug 8, 2024 · 7:37 PM UTC",665,139
https://twitter.com/CNN/status/1821621430024368308#m,"Letsile Tebogo of Botswana stuns American Noah Lyles, previously crowned world's fastest man, to win the 200-meter race. Follow live Olympics updates. https://cnn.it/3SG35Xc","Aug 8, 2024 · 6:56 PM UTC",2194,354
https://twitter.com/CNN/status/1821586653112058077#m,US mortgage rates drop to their lowest level in more than a year -- a positive step in solving America's housing affordability crisis. https://www.cnn.com/2024/08/08/economy/mortgage-rates-to-lowest-level-since-may-2023/index.html?Date=20240808&Profile=CNN&utm_content=1723135076&utm_medium=social&utm_source=twitter,"Aug 8, 2024 · 4:37 PM UTC",462,142
https://twitter.com/CNN/status/1821443694827872449#m,"Tropical Storm Debby makes landfall again, this time in South Carolina, after killing 5 and flooding parts of the Southeast https://cnn.it/3AdbPgZ","Aug 8, 2024 · 7:09 AM UTC",272,89
https://twitter.com/CNN/status/1821283301891453272#m,All three Taylor Swift concerts in Vienna have been canceled after two suspects were arrested for allegedly planning a terrorist attack. https://www.cnn.com/2024/08/07/entertainment/taylor-swift-concert-vienna-arrests?Date=20240807&Profile=CNN&utm_content=1723062751&utm_medium=social&utm_source=twitter,"Aug 7, 2024 · 8:32 PM UTC",592,193
https://twitter.com/CNN/status/1821184327201300817#m,"Russian-American dual national Ksenia Karelina admits guilt in treason case in Russia, her lawyer tells state news agency https://cnn.it/3SEeMO6","Aug 7, 2024 · 1:59 PM UTC",224,74
https://twitter.com/CNN/status/1821091105435230511#m,"A 5.3 magnitude earthquake struck near Bakersfield, California, and was felt through the LA area, according to the US Geological Survey https://cnn.it/46AC4u6","Aug 7, 2024 · 7:48 AM UTC",331,138
https://twitter.com/CNN/status/1821090501325390264#m,'Squad' member Cori Bush will lose Democratic primary in Missouri in another win for pro-Israel groups https://cnn.it/46SCoVj,"Aug 7, 2024 · 7:46 AM UTC",793,107
https://twitter.com/CNN/status/1820981854054363451#m,Inside Harris' decision to choose a low-key Midwestern governor as her VP pick https://cnn.it/4dfFwNa,"Aug 7, 2024 · 12:34 AM UTC",576,102
https://twitter.com/CNN/status/1820963999250260145#m,"In his first speech as Kamala Harris' VP pick, Minnesota Gov. Tim Walz challenges JD Vance, slams Donald Trump and shares an anecdote about his family's journey with IVF.  Follow live updates. https://cnn.it/46FUHNk","Aug 6, 2024 · 11:23 PM UTC",462,70
https://twitter.com/CNN/status/1820956473993674772#m,Four people are charged with felony murder in the June death of a Black man who was pinned to the ground outside a downtown Milwaukee hotel. https://cnn.it/3YCkyDE,"Aug 6, 2024 · 10:53 PM UTC",271,78
https://twitter.com/CNN/status/1820941680238838259#m,"Vice President Kamala Harris and her new running mate, Tim Walz, hold their first joint rally before going on a tour of battleground states this week. Follow live updates. https://cnn.it/3Af0jSo","Aug 6, 2024 · 9:55 PM UTC",278,46
https://twitter.com/CNN/status/1820922800984527329#m,"Wall Street bounces back, but gains are not nearly enough to recover losses from Monday. https://www.cnn.com/business/live-news/global-stock-market-plunge-08-06-24/index.html?Date=20240806&Profile=CNN&utm_content=1722976801&utm_medium=social&utm_source=twitter","Aug 6, 2024 · 8:40 PM UTC",208,68
https://twitter.com/CNN/status/1820912196290777191#m,"Elon Musk's X has accused a group of major advertisers of antitrust violations in a new lawsuit claiming the group conspired to ""boycott"" advertising on the platform. https://cnn.it/3LWUjjQ","Aug 6, 2024 · 7:57 PM UTC",494,113
https://twitter.com/CNN/status/1820904625261650019#m,"Simone Biles, the 11-time Olympic medalist, opens up with CNN about how therapy helped her achieve a historic comeback in Paris after suffering from the ""twisties"" in Tokyo https://cnn.it/4dBvxBL","Aug 6, 2024 · 7:27 PM UTC",479,83
https://twitter.com/CNN/status/1820895997066666377#m,"Yahya Sinwar, alleged ""mastermind"" of the October 7 terror attacks, will become head of Hamas' political bureau after his predecessor was assassinated. https://cnn.it/3SCq85f","Aug 6, 2024 · 6:53 PM UTC",260,83
https://twitter.com/CNN/status/1820886137260404935#m,A Pakistani national with ties to Iran is charged in connection to a foiled assassination plot potentially targeting Trump and other US officials https://cnn.it/3SD3aLi,"Aug 6, 2024 · 6:14 PM UTC",285,127
https://twitter.com/CNN/status/1820882073709695485#m,"A former Kansas police chief will be charged over the 2023 raid on a small newspaper that drew condemnation from press freedom advocates, prosecutors say https://cnn.it/46DyCyA","Aug 6, 2024 · 5:58 PM UTC",325,69
https://twitter.com/CNN/status/1820806210280362150#m,"Kamala Harris picks Minnesota Gov. Tim Walz as her running mate, multiple sources say. He has been a leading driver of Democrats' attacks on Trump https://cnn.it/3YFCZqW","Aug 6, 2024 · 12:56 PM UTC",11061,1831
https://twitter.com/CNN/status/1820576007377527231#m,"Several US personnel were injured in a suspected rocket attack against US and coalition forces in Iraq, a US defense official says. https://cnn.it/3LUKjrm","Aug 5, 2024 · 9:41 PM UTC",301,105
https://twitter.com/CNN/status/1820554280241107160#m,Dow and S&P 500 finish their worst day since 2022 as investors fear the US economy is on shaky legs https://cnn.it/3WSNZjN,"Aug 5, 2024 · 8:15 PM UTC",270,74
https://twitter.com/CNN/status/1820543902463443271#m,Supreme Court rejects Missouri lawsuit to block Trump's sentencing and gag order in New York hush money case https://cnn.it/4fBzEzx,"Aug 5, 2024 · 7:34 PM UTC",593,136
https://twitter.com/CNN/status/1820535530871738707#m,"Google has violated US antitrust law with its search business, federal judge rules, handing the tech giant a staggering court defeat https://cnn.it/4d8BPZv","Aug 5, 2024 · 7:01 PM UTC",488,172
https://twitter.com/CNN/status/1820520996048196029#m,"Justice Clarence Thomas took a previously undisclosed flight on a private jet owned by a GOP megadonor to New Zealand, Democratic senator says https://cnn.it/3WQ3ybE","Aug 5, 2024 · 6:03 PM UTC",630,224
https://twitter.com/CNN/status/1820458043034792207#m,Brazil's Rebeca Andrade wins gold in floor exercise. Simone Biles takes silver after missing out on medal earlier on beam. Jordan Chiles gets bronze. https://cnn.it/4fAk47k,"Aug 5, 2024 · 1:53 PM UTC",631,77
https://twitter.com/CNN/status/1820457279570735531#m,"The Dow opens more than 1,000 points lower after global markets plunge amid fears of US economic slowdown. Follow live updates. https://cnn.it/4c8Jhml","Aug 5, 2024 · 1:50 PM UTC",239,70
https://twitter.com/CNN/status/1820427001729110365#m,Italy's Alice D'Amato wins gold in women's balance beam. Team USA's Simone Biles and Suni Lee fail to medal after falling during their routines.  Follow for live updates. https://cnn.it/46wIXMM,"Aug 5, 2024 · 11:49 AM UTC",293,56
https://twitter.com/CNN/status/1820418392483913993#m,"Hurricane Debby, a Category 1 storm packing 80 mph winds, has made landfall in the Florida Big Bend area, according to the National Hurricane Center. Follow live updates. https://cnn.it/4duqi6z","Aug 5, 2024 · 11:15 AM UTC",168,57
https://twitter.com/CNN/status/1820404622764167610#m,"Bangladeshi prime minister resigns, army chief says, as anti-government protesters storm her official residence after weeks of deadly demonstrations https://cnn.it/4dc6EMU","Aug 5, 2024 · 10:20 AM UTC",376,118
https://twitter.com/CNN/status/1820354608415330425#m,Japan's stock market suffers its biggest ever one-day points loss as a global sell-off intensifies following weak US jobs data https://cnn.it/3LQUFbB,"Aug 5, 2024 · 7:02 AM UTC",287,99
https://twitter.com/CNN/status/1820300023797592441#m,JUST IN: Debby strengthens to a Category 1 hurricane ahead of Florida landfall as the Southeast braces for potentially historic rain. https://cnn.it/3WBjjSH,"Aug 5, 2024 · 3:25 AM UTC",242,70
https://twitter.com/CNN/status/1820191733126246709#m,"American Noah Lyles wins the 100-meter final in 9.79 seconds, taking the gold and the title of world's fastest man. https://cnn.it/3SvFsAn","Aug 4, 2024 · 8:15 PM UTC",2039,225
https://twitter.com/CNN/status/1820171096248680505#m,Belgium drops out of the mixed triathlon at the Olympics and Switzerland makes changes after their athletes fall ill following a swim in the River Seine. Events were held amid concerns over water quality. https://cnn.it/4dcEtxE,"Aug 4, 2024 · 6:53 PM UTC",589,198
https://twitter.com/CNN/status/1820129845629628475#m,"World No. 1 and Team USA golfer Scottie Scheffler rallies in the final round to win Olympic gold, adding to his extraordinarily eventful year that includes a Masters victory https://cnn.it/3SyRrx6","Aug 4, 2024 · 4:09 PM UTC",475,68
https://twitter.com/CNN/status/1820119504145281452#m,Serbian tennis star Novak Djokovic becomes the fifth player to win all four major championships and an Olympic gold with his victory over Spain's Carlos Alcaraz https://cnn.it/4ckNPGo,"Aug 4, 2024 · 3:28 PM UTC",518,81
https://twitter.com/CNN/status/1820101407971611122#m,"Ukraine confirms F-16 fighter jets have landed in the country as President Zelensky heralds ""new chapter"" in fight against Russia https://cnn.it/3Yyjb9e","Aug 4, 2024 · 2:16 PM UTC",695,120
https://twitter.com/CNN/status/1819848753903276137#m,Tropical Storm Debby has formed in the Gulf of Mexico. It's expected to reach hurricane strength before landfall in Florida. https://cnn.it/3WOgqz9,"Aug 3, 2024 · 9:32 PM UTC",288,93
https://twitter.com/CNN/status/1819825162188980546#m,"Katie Ledecky wins the 800-meter freestyle for her ninth career Olympic gold medal, tying her for the most all-time by a woman. https://cnn.it/4dsSJ4Z","Aug 3, 2024 · 7:58 PM UTC",879,128
https://twitter.com/CNN/status/1819759411310534890#m,"Simone Biles wins her third gold medal of the Paris Games, and her seventh overall Olympic gold, with a dominant performance in the individual vault final.   Follow live updates: https://cnn.it/4dwCxzN","Aug 3, 2024 · 3:37 PM UTC",2220,247
https://twitter.com/CNN/status/1819564463395070418#m,Plaintiffs in Maui wildfire case reach $4 billion settlement against Hawaiian Electric and others https://cnn.it/3Yq0apj,"Aug 3, 2024 · 2:42 AM UTC",362,99
https://twitter.com/CNN/status/1819537604678725998#m,US Defense Secretary Lloyd Austin abruptly revokes a plea deal for the alleged mastermind of 9/11 Khalid Sheikh Mohammed and his co-conspirators https://cnn.it/3LQfe89,"Aug 3, 2024 · 12:55 AM UTC",392,79
https://twitter.com/CNN/status/1819441920889798771#m,"The Secret Service ""should have had eyes"" on the roof where an attempted assassin fired shots at Donald Trump, the acting director says https://cnn.it/3LSmgsU","Aug 2, 2024 · 6:35 PM UTC",352,85
https://twitter.com/CNN/status/1819433511956210014#m,"The US government sues TikTok, alleging it failed to stop children from joining the app and has unlawfully collected their personal data https://cnn.it/46uSeVA","Aug 2, 2024 · 6:02 PM UTC",261,67
https://twitter.com/CNN/status/1819424885749248436#m,"Kamala Harris has earned enough votes to become the Democratic nominee for president, the party chair announces https://cnn.it/3Aaov8B","Aug 2, 2024 · 5:27 PM UTC",1589,279
https://twitter.com/CNN/status/1819397371379249643#m,Alerts issued for Florida with Tropical Storm Debby expected to hit the state this weekend https://cnn.it/4fwExcO,"Aug 2, 2024 · 3:38 PM UTC",208,74
https://twitter.com/CNN/status/1819352759579091015#m,"The US economy added just 114,000 jobs last month as the labor market cooled off more than expected, underscoring recession fears https://cnn.it/3WLFEOF","Aug 2, 2024 · 12:41 PM UTC",250,82
https://twitter.com/CNN/status/1819219820274987213#m,JUST IN: Three Americans are back on US soil following their release from Russian detention in a historic prisoner exchange with Moscow.   Follow live updates: https://cnn.it/3LQewry,"Aug 2, 2024 · 3:52 AM UTC",1897,336
https://twitter.com/CNN/status/1819194916548833332#m,"The US has said “it is clear” that President Nicolas Maduro lost the popular vote in Venezuela’s election last week, as a key opposition leader said she is in hiding in fear for her life. https://cnn.it/3yegXkC","Aug 2, 2024 · 2:14 AM UTC",649,165
https://twitter.com/CNN/status/1819174298491269156#m,California judge throws out jury verdict ordering the NFL to pay more than $4.7 billion for anti-trust violations surrounding its “Sunday Ticket” package https://cnn.it/3WCff4K,"Aug 2, 2024 · 12:52 AM UTC",186,62
https://twitter.com/CNN/status/1819130173628748284#m,"Intel is slashing 15% of its staff as part of a $10 billion plan to reduce costs, the tech company announced https://cnn.it/3WtbuhF","Aug 1, 2024 · 9:56 PM UTC",185,70
https://twitter.com/CNN/status/1819115991118279162#m,American swimmer Katie Ledecky wins the silver medal in the women's 4x200m freestyle relay to become the most decorated female US Olympian of all time. https://cnn.it/4ftnsAE,"Aug 1, 2024 · 9:00 PM UTC",1175,122
https://twitter.com/cnni/status/1819103929700925679#m,A tearful Andy Murray ends a storied tennis career with a loss in Paris after the three-time grand slam champ vowed to retire following the Olympics https://cnn.it/4d4aqIp,"Aug 1, 2024 · 8:12 PM UTC",715,88
https://twitter.com/CNN/status/1819089696930074647#m,"She's done it again.  Simone Biles won the gold in a dramatic women's all-around final. Brazil's Rebeca Andrade took home silver and Sunisa Lee, Biles' teammate, took bronze.   Follow live updates from the Games in Paris: https://cnn.it/3yyor1L","Aug 1, 2024 · 7:15 PM UTC",2338,284
https://twitter.com/CNN/status/1819046091918090505#m,A New York appeals court rejects Donald Trump's attempt to lift a gag order that restricts him from publicly commenting on parts of the hush money case https://cnn.it/46ttwFk,"Aug 1, 2024 · 4:22 PM UTC",769,132
https://twitter.com/CNN/status/1819039728504549840#m,"The historic prisoner swap between Russia and the West involved 24 detainees, seven countries and years of delicate negotiations.  Follow live updates. https://cnn.it/3yj7Hvv","Aug 1, 2024 · 3:57 PM UTC",389,82
https://twitter.com/CNN/status/1819032634653130827#m,"Hamas leader Ismail Haniyeh was killed in Iran this week by a bomb hidden in his guest house months ago, source says.  Follow live updates. https://cnn.it/3Sz97cd","Aug 1, 2024 · 3:29 PM UTC",358,86
https://twitter.com/CNN/status/1819002633530569092#m,Wall Street Journal reporter Evan Gershkovich and former US Marine Paul Whelan are expected to be released as part of major US-Russia prisoner swap. Follow live updates. https://cnn.it/4duqNxL,"Aug 1, 2024 · 1:29 PM UTC",271,63
https://twitter.com/CNN/status/1818989083936305400#m,"A massive prisoner exchange is underway between the US and Russia, including a number of Americans, source says https://cnn.it/3SxNSYb","Aug 1, 2024 · 12:36 PM UTC",560,179
https://twitter.com/CNN/status/1818932833219383611#m,"Israel says a strike last month in Gaza killed Mohammed Deif, the head of Hamas' military wing and an architect of the October 7 attacks https://cnn.it/3yizRGZ","Aug 1, 2024 · 8:52 AM UTC",307,71
https://twitter.com/CNN/status/1818771305308569888#m,"The US has reached a plea deal with the alleged 9/11 mastermind and two other defendants, according to the Department of Defense https://cnn.it/4cojkzn","Jul 31, 2024 · 10:10 PM UTC",197,83
https://twitter.com/CNN/status/1818769997570658478#m,United Auto Workers backs Kamala Harris' campaign for president. The union's support could help mobilize working-class voters in battleground states. https://cnn.it/3A6Y6sc,"Jul 31, 2024 · 10:05 PM UTC",1180,217
https://twitter.com/CNN/status/1818754003343143094#m,Pennsylvania county officials tell CNN the Secret Service is unfairly putting responsibility on local police for not spotting Donald Trump's would-be assassin https://cnn.it/3ytwgFW,"Jul 31, 2024 · 9:01 PM UTC",226,70
https://twitter.com/CNN/status/1818746917100118271#m,"Katie Ledecky broke her Olympic record in the 1,500 meter freestyle to get her first gold of the Games.  Follow live updates: https://cnn.it/4d5TQrr","Jul 31, 2024 · 8:33 PM UTC",555,81
https://twitter.com/CNN/status/1818714764941332977#m,"The Federal Reserve holds interest rates steady, marking a full year since rates first reached a 23-year high. But a cut could be coming soon. https://cnn.it/3A9ICUs","Jul 31, 2024 · 6:26 PM UTC",182,57
https://twitter.com/CNN/status/1818666102802546906#m,The Delta CEO is lashing out at CrowdStrike and Microsoft and wants compensation for the tech meltdown that cost the company $500 million and left a half-million passengers stranded https://www.cnn.com/2024/07/31/business/delta-meltdown-costs/index.html?Date=20240731&Profile=CNN&utm_content=1722438762&utm_medium=social&utm_source=twitter,"Jul 31, 2024 · 3:12 PM UTC",308,96
https://twitter.com/CNN/status/1818620313229230396#m,"Boeing names Kelly Ortberg as CEO, replacing Dave Calhoun, who has been under fire over the company's safety issues https://cnn.it/4fp6kMu","Jul 31, 2024 · 12:10 PM UTC",213,66
https://twitter.com/CNN/status/1818494447115542951#m,"Kari Lake will win GOP Senate primary in Arizona, CNN projects, to take on Ruben Gallego in key fall contest https://cnn.it/3YxsLc6","Jul 31, 2024 · 3:50 AM UTC",248,58
https://twitter.com/CNN/status/1818487899492401638#m,"Hamas political leader Ismail Haniyeh has been killed in Tehran, Hamas and Iranian media say. https://cnn.it/3SxaR5z","Jul 31, 2024 · 3:24 AM UTC",2620,374
